matrl_id,host_nums,type,month
411,1773.0,03,201804
269,732.0,04,201804
1056,168.0,07,201804
799,251.0,07,201804
356,56.0,10,201804
558,5.0,33,201804
407,14.0,33,201804
432,32.0,08,201804
94,4.0,33,201804
389,0.0,A7,201804
410,6265.0,02,201810
493,6652.0,02,201810
10,5484.0,02,201810
1037,2414.0,02,201810
664,3584.0,05,201810
672,1052.0,05,201810
152,20168.0,01,201810
949,20888.0,01,201810
31,5552.0,01,201810
532,7066.0,03,201810
949,423.0,07,201810
613,423.0,07,201810
295,47.0,01,201810
980,28.0,33,201810
761,83.0,33,201810
278,49.0,07,201810
153,24.0,35,201810
410,70.0,10,201810
850,20.0,33,201810
745,16.0,33,201810
569,1.0,33,201810
353,3.0,36,201810
652,3.0,33,201810
572,0.0,33,201810
1084,0.0,33,201810
799,250.0,08,201811
909,3527.0,05,201811
1095,21013.0,01,201811
1014,8244.0,03,201811
629,30701.0,04,201811
1037,7181.0,01,201811
850,7256.0,01,201811
919,68.0,33,201811
1165,91.0,33,201811
273,298.0,07,201811
192,197.0,07,201811
833,62.0,07,201811
887,68.0,10,201811
506,25.0,35,201811
546,3.0,A7,201811
865,13.0,32,201811
829,5.0,10,201811
715,3654.0,05,201906
1160,23.0,01,201906
572,2102.0,01,201906
83,3669.0,03,201906
642,70.0,10,201906
748,121.0,02,201906
58,18.0,34,201906
411,21.0,10,201906
958,2.0,09,201906
127,4.0,36,201906
919,6527.0,02,201911
269,6423.0,02,201911
1194,6029.0,02,201911
308,2919.0,02,201911
495,4395.0,05,201911
91,3788.0,05,201911
197,1428.0,05,201911
487,6796.0,01,201911
143,8255.0,01,201911
1047,1797.0,01,201911
913,436.0,07,201911
155,48.0,08,201911
1059,205.0,07,201911
630,66.0,07,201911
389,60.0,10,201911
1175,44.0,07,201911
723,25.0,33,201911
755,29.0,35,201911
1191,34.0,33,201911
982,12.0,A7,201911
544,9.0,33,201911
925,0.0,A7,201911
613,2.0,09,201911
574,47186.0,04,201907
575,47321.0,04,201907
728,922.0,01,201907
36,11840.0,03,201907
416,88.0,34,201907
1119,88.0,34,201907
492,88.0,34,201907
12,59.0,33,201907
1095,101.0,33,201907
846,29.0,35,201907
56,112.0,07,201907
644,44.0,10,201907
293,49.0,07,201907
1033,5.0,36,201907
140,4.0,33,201907
236,15.0,04,201907
1063,2.0,09,201907
1115,1991.0,05,201910
1102,21324.0,01,201910
674,23104.0,01,201910
46,8269.0,03,201910
361,49032.0,04,201910
269,1956.0,04,201910
356,2112.0,02,201910
554,4082.0,01,201910
452,100.0,33,201910
45,101.0,33,201910
178,88.0,33,201910
993,197.0,07,201910
403,436.0,07,201910
1153,151.0,07,201910
735,20.0,33,201910
300,17.0,35,201910
993,35.0,08,201910
558,8.0,33,201910
671,5.0,36,201910
1062,6751.0,02,201905
1081,4428.0,05,201905
1191,5692.0,01,201905
217,7029.0,01,201905
567,11542.0,03,201905
773,46376.0,04,201905
795,25.0,33,201905
846,101.0,33,201905
131,370.0,07,201905
521,83.0,07,201905
79,37.0,33,201905
595,49.0,10,201905
922,65.0,10,201905
1012,96.0,02,201905
155,4.0,A7,201905
437,27.0,35,201905
954,17.0,35,201905
980,31.0,33,201905
402,4.0,33,201905
327,4.0,36,201905
327,5319.0,02,201802
1159,5317.0,02,201802
256,35.0,08,201802
787,32.0,08,201802
330,1098.0,05,201802
73,843.0,05,201802
510,18798.0,01,201802
361,19852.0,01,201802
630,9555.0,01,201802
582,8930.0,03,201802
1054,9701.0,03,201802
483,9647.0,03,201802
452,41.0,33,201802
991,42.0,33,201802
112,62.0,07,201802
430,296.0,07,201802
82,65.0,10,201802
1068,65.0,10,201802
243,33.0,07,201802
1095,1.0,36,201802
18,2.0,08,201802
1170,0.0,36,201802
951,0.0,02,201802
355,2.0,35,201802
398,0.0,07,201802
483,2.0,09,201802
1003,5435.0,02,201809
283,305.0,08,201809
129,20910.0,01,201809
61,20777.0,01,201809
761,20536.0,01,201809
711,900.0,01,201809
819,10543.0,03,201809
228,83.0,33,201809
1197,22.0,33,201809
1121,42.0,33,201809
367,2.0,A7,201809
186,23.0,01,201809
274,0.0,08,201809
491,5.0,33,201809
447,2.0,09,201809
1119,3.0,19,201809
148,3.0,19,201809
316,0.0,33,201809
329,0.0,36,201809
450,18813.0,01,201904
652,946.0,01,201904
279,329.0,08,201904
160,3005.0,01,201904
135,421.0,07,201904
868,135.0,07,201904
66,63.0,07,201904
238,63.0,07,201904
236,18.0,32,201904
510,86.0,33,201904
492,100.0,33,201904
868,0.0,02,201904
671,3.0,36,201904
142,17.0,35,201904
554,13.0,33,201904
157,8.0,07,201904
1117,4.0,A7,201904
1013,1.0,04,201904
61,4827.0,05,202001
942,2558.0,05,202001
297,1846.0,05,202001
366,12322.0,01,202001
227,12507.0,03,202001
937,65.0,07,202001
883,38.0,08,202001
1122,87.0,07,202001
1020,29.0,35,202001
688,29.0,35,202001
728,27.0,07,202001
1127,84.0,33,202001
1096,2.0,08,202001
565,2.0,08,202001
953,0.0,33,202001
45,6582.0,02,201806
849,20271.0,01,201806
848,19410.0,01,201806
1027,5099.0,01,201806
1141,925.0,01,201806
864,76.0,33,201806
63,76.0,33,201806
227,76.0,33,201806
1191,26.0,33,201806
41,360.0,07,201806
225,419.0,07,201806
443,117.0,07,201806
773,68.0,34,201806
405,49.0,10,201806
8,4.0,10,201806
902,45.0,33,201806
327,15.0,33,201806
573,6465.0,02,201803
256,5621.0,02,201803
392,757.0,02,201803
1123,3096.0,05,201803
562,1150.0,05,201803
566,34.0,33,201803
1181,9874.0,03,201803
427,9874.0,03,201803
1075,2867.0,04,201803
760,46.0,05,201803
949,19.0,35,201803
864,19.0,35,201803
919,19.0,35,201803
1113,19.0,35,201803
253,1.0,36,201803
506,1.0,36,201803
1,1.0,36,201803
1023,116.0,07,201803
1127,32.0,08,201803
1037,155.0,07,201803
90,60.0,10,201803
1170,26.0,10,201803
1,61.0,10,201803
502,6.0,07,201803
1027,17.0,10,201803
927,2.0,09,201803
602,7023.0,02,202002
866,266.0,02,202002
129,7023.0,02,202002
938,375.0,08,202002
761,220.0,08,202002
898,82.0,05,202002
966,7161.0,01,202002
476,3011.0,03,202002
23,2996.0,01,202002
340,441.0,07,202002
473,70.0,10,202002
777,49.0,33,202002
1166,89.0,07,202002
637,25.0,10,202002
1033,29.0,35,202002
334,29.0,35,202002
491,8.0,33,202002
1015,10.0,33,202002
1049,1111.0,02,201905
977,1308.0,05,201905
574,4416.0,05,201905
129,4435.0,05,201905
88,3291.0,05,201905
282,674.0,05,201905
327,7765.0,01,201905
722,7178.0,01,201905
128,3502.0,03,201905
1183,5985.0,04,201905
920,401.0,07,201905
485,107.0,07,201905
148,3.0,19,201905
509,3.0,19,201905
869,2.0,09,201905
438,25821.0,01,202005
390,3565.0,01,202005
307,12432.0,03,202005
982,777.0,03,202005
493,107.0,33,202005
367,60.0,10,202005
276,29.0,35,202005
1015,87.0,08,202005
664,21.0,32,202005
698,18.0,A7,202005
1027,1.0,A7,202005
323,5.0,36,202005
253,5.0,36,202005
923,5.0,35,202005
450,1.0,35,202005
1027,1.0,35,202005
304,1.0,33,202005
403,20176.0,01,201806
628,4358.0,01,201806
234,923.0,01,201806
644,8165.0,03,201806
169,4045.0,03,201806
515,419.0,07,201806
1116,419.0,07,201806
949,23.0,35,201806
669,54.0,07,201806
572,4.0,07,201806
555,26.0,33,201806
256,3.0,36,201806
340,4.0,10,201806
509,7023.0,02,202002
82,7023.0,02,202002
26,5956.0,02,202002
922,3852.0,02,202002
575,4816.0,05,202002
181,14944.0,01,202002
1122,8692.0,01,202002
353,12541.0,03,202002
148,36536.0,04,202002
864,51300.0,04,202002
483,104.0,33,202002
515,105.0,33,202002
541,441.0,07,202002
700,337.0,07,202002
26,441.0,07,202002
853,70.0,10,202002
912,253.0,08,202002
228,29.0,35,202002
484,26.0,35,202002
713,99.0,07,202002
369,4.0,36,202002
405,4.0,36,202002
283,0.0,A7,202002
45,7084.0,02,202005
180,7734.0,01,202005
388,9763.0,01,202005
508,1115.0,01,202005
323,70.0,10,202005
244,390.0,07,202005
869,443.0,07,202005
761,220.0,08,202005
938,107.0,33,202005
129,29.0,35,202005
417,2.0,36,202005
329,1.0,36,202005
456,1.0,A7,202005
872,3285.0,02,202006
584,22564.0,01,202006
612,13486.0,03,202006
843,57614.0,04,202006
1096,20.0,A7,202006
1085,22.0,A7,202006
202,2226.0,01,202006
129,444.0,07,202006
1027,88.0,07,202006
349,70.0,10,202006
644,44.0,10,202006
270,29.0,35,202006
57,111.0,34,202006
342,7.0,33,202006
123,5.0,07,202006
982,2.0,35,202006
649,1.0,13,202006
1081,2.0,09,202006
459,5384.0,02,201805
88,2738.0,05,201805
134,3316.0,05,201805
466,3458.0,05,201805
896,18208.0,01,201805
90,20261.0,01,201805
1027,4939.0,01,201805
234,923.0,01,201805
918,144.0,03,201805
774,4171.0,03,201805
452,320.0,07,201805
450,418.0,07,201805
584,410.0,07,201805
570,349.0,07,201805
1119,416.0,07,201805
636,94.0,07,201805
483,313.0,08,201805
623,154.0,07,201805
727,0.0,A7,201805
866,0.0,A7,201805
110,0.0,33,201805
1012,2.0,09,201805
554,4082.0,01,201905
212,7466.0,01,201905
1033,22346.0,01,201905
3,2165.0,05,201905
1153,893.0,05,201905
919,46376.0,04,201905
699,30713.0,04,201905
1022,5886.0,01,201905
764,45.0,33,201905
973,101.0,33,201905
182,13.0,02,201905
353,430.0,07,201905
1081,430.0,07,201905
129,430.0,07,201905
427,32.0,32,201905
1045,2.0,08,201905
1074,0.0,33,201905
1119,5106.0,02,201802
1130,218.0,02,201802
371,281.0,08,201802
938,296.0,08,201802
405,16469.0,01,201802
259,9647.0,03,201802
718,9647.0,03,201802
392,4516.0,03,201802
696,412.0,07,201802
612,2.0,09,201802
259,4289.0,05,201911
145,18664.0,01,201911
363,2002.0,01,201911
356,11739.0,03,201911
474,8270.0,03,201911
148,95.0,34,201911
985,74.0,33,201911
62,101.0,33,201911
349,29.0,35,201911
1127,269.0,07,201911
52,65.0,10,201911
646,65.0,10,201911
991,70.0,10,201911
212,20.0,33,201911
727,12.0,A7,201911
599,5.0,10,201911
591,5.0,10,201911
417,2.0,36,201911
1199,1.0,36,201911
565,0.0,33,201911
336,1.0,05,201911
483,3406.0,05,201804
339,6509.0,02,201804
1152,5874.0,02,201804
638,20091.0,01,201804
1083,4082.0,01,201804
1095,416.0,07,201804
776,239.0,07,201804
483,411.0,07,201804
389,56.0,10,201804
256,35.0,08,201804
269,32.0,08,201804
944,60.0,33,201804
934,49.0,33,201804
530,23.0,33,201804
634,0.0,08,201804
619,22.0,35,201804
90,22.0,35,201804
58,10.0,34,201804
737,0.0,07,201804
153,1.0,36,201804
1053,0.0,A7,201804
796,0.0,A7,201804
483,2.0,09,201804
509,2.0,09,201804
302,3345.0,05,201803
494,929.0,05,201803
317,2088.0,01,201803
1077,7357.0,01,201803
892,9874.0,03,201803
276,9874.0,03,201803
846,9874.0,03,201803
644,8165.0,03,201803
519,12.0,32,201803
958,55.0,02,201803
1012,88.0,02,201803
26,252.0,08,201803
461,10928.0,01,201803
1155,411.0,07,201803
846,415.0,07,201803
176,275.0,07,201803
1134,82.0,07,201803
45,65.0,10,201803
43,65.0,08,201803
1081,62.0,34,201803
127,49.0,33,201803
1154,1.0,36,201803
263,25.0,33,201803
846,19.0,35,201803
356,14.0,35,201803
984,0.0,A7,201803
1049,0.0,33,201803
1170,2.0,35,201803
1014,8258.0,03,201905
1054,6610.0,02,201905
905,6952.0,01,201905
228,4.0,A7,201905
447,135.0,07,201905
286,276.0,07,201905
2,31.0,08,201905
1126,101.0,33,201905
159,74.0,33,201905
506,70.0,10,201905
122,29.0,35,201905
851,18.0,07,201905
1142,2.0,09,201905
286,4.0,08,201905
143,1.0,35,201905
104,6434.0,02,201801
6,4241.0,03,201801
1020,56.0,34,201801
883,195.0,07,201801
919,181.0,07,201801
474,37.0,33,201801
846,1.0,36,201801
1033,1.0,36,201801
162,0.0,33,201801
509,4004.0,05,201808
890,1153.0,01,201808
202,2226.0,01,201808
584,412.0,07,201808
765,141.0,07,201808
1062,3.0,36,201808
581,134.0,05,201808
1144,82.0,33,201808
403,81.0,33,201808
679,19.0,33,201808
1053,2.0,A7,201808
1154,10.0,18,201808
767,4.0,33,201808
892,6710.0,02,201901
779,6328.0,02,201901
38,3925.0,05,201901
990,3111.0,05,201901
228,3770.0,05,201901
385,21173.0,01,201901
596,16433.0,01,201901
717,13689.0,01,201901
730,5396.0,01,201901
325,2996.0,01,201901
361,425.0,07,201901
940,38.0,07,201901
1033,425.0,07,201901
327,300.0,07,201901
1039,193.0,03,201901
1059,33.0,33,201901
227,70.0,10,201901
887,68.0,10,201901
582,2.0,09,201901
1062,2.0,09,201901
168,62.0,07,201901
40,8.0,33,201901
971,1.0,33,201901
961,0.0,A7,201901
456,0.0,A7,201901
377,3.0,36,201901
937,4.0,33,201901
934,0.0,02,201901
1194,6093.0,02,202003
341,36.0,08,202003
883,38.0,08,202003
767,3247.0,01,202003
1074,3937.0,03,202003
991,441.0,07,202003
1056,178.0,07,202003
852,55.0,10,202003
1081,105.0,33,202003
288,95.0,01,202003
925,57.0,33,202003
509,3.0,19,202003
416,4.0,07,202003
476,1.0,35,202003
1068,6004.0,02,201808
447,323.0,08,201808
178,16956.0,01,201808
385,20638.0,01,201808
331,2996.0,01,201808
947,81.0,33,201808
630,53.0,33,201808
349,79.0,33,201808
776,241.0,07,201808
380,421.0,07,201808
619,301.0,07,201808
84,421.0,07,201808
823,94.0,07,201808
1119,18.0,32,201808
764,79.0,07,201808
329,65.0,07,201808
814,21.0,35,201808
187,23.0,35,201808
954,14.0,33,201808
850,19.0,33,201808
367,2.0,A7,201808
613,2.0,A7,201808
728,3.0,33,201808
848,0.0,04,201808
637,2.0,09,201808
430,7474.0,01,201901
45,21220.0,01,201901
479,395.0,01,201901
469,5499.0,04,201901
205,425.0,07,201901
244,24.0,35,201901
1038,30.0,33,201901
59,12.0,34,201901
1054,3.0,36,201901
382,2.0,35,201901
761,2.0,09,201901
595,3.0,36,201901
108,1992.0,05,202001
256,23952.0,01,202001
949,23952.0,01,202001
375,11538.0,01,202001
1045,7476.0,01,202001
398,4294.0,01,202001
600,796.0,01,202001
129,441.0,07,202001
573,70.0,10,202001
276,70.0,10,202001
63,70.0,10,202001
59,19.0,34,202001
1069,95.0,33,202001
382,14.0,33,202001
785,49.0,07,202001
669,18.0,33,202001
575,3873.0,05,201806
173,2666.0,05,201806
833,9451.0,01,201806
888,9381.0,01,201806
90,10288.0,03,201806
1196,96.0,07,201806
223,119.0,07,201806
1039,188.0,03,201806
730,2.0,35,201806
1153,2.0,35,201806
153,23.0,35,201806
982,2.0,A7,201806
1027,20.0,33,201806
160,32.0,08,201806
679,32.0,08,201806
681,47.0,01,201806
872,0.0,A7,201806
483,3.0,32,201806
695,5.0,10,201806
1013,1.0,04,201806
1062,2.0,09,201806
853,2.0,09,201806
935,5499.0,02,201803
1159,5339.0,02,201803
519,286.0,08,201803
1097,3096.0,05,201803
199,9254.0,01,201803
1177,8238.0,03,201803
509,40647.0,04,201803
687,28342.0,04,201803
204,3163.0,04,201803
1165,415.0,07,201803
452,319.0,07,201803
438,60.0,10,201803
623,26.0,10,201803
129,0.0,A7,201803
851,0.0,33,201803
652,3.0,33,201803
140,3.0,33,201803
42,6064.0,02,201801
1027,654.0,02,201801
615,201.0,05,201801
1081,19788.0,01,201801
1194,9695.0,03,201801
1177,8235.0,03,201801
843,56.0,34,201801
276,56.0,34,201801
126,2302.0,04,201801
46,378.0,07,201801
340,410.0,07,201801
37,223.0,02,201801
602,34.0,08,201801
755,14.0,04,201801
104,64.0,10,201801
286,4.0,08,201801
300,5.0,02,201801
253,2.0,09,201801
395,2.0,09,201801
483,0.0,A7,201801
925,2.0,08,201801
1114,3464.0,05,201809
9,148.0,05,201809
8,20519.0,01,201809
572,956.0,01,201809
600,198.0,01,201809
61,10544.0,03,201809
797,12138.0,04,201809
1053,423.0,07,201809
437,423.0,07,201809
570,352.0,07,201809
128,26.0,10,201809
1119,65.0,10,201809
846,69.0,10,201809
833,62.0,07,201809
925,48.0,33,201809
17,32.0,08,201809
864,3.0,36,201809
236,14.0,32,201809
62,3.0,36,202005
939,1921.0,05,202005
708,1992.0,05,202005
653,571.0,01,202005
1052,25815.0,01,202005
223,17329.0,01,202005
1134,7619.0,01,202005
649,56090.0,04,202005
1052,444.0,04,202005
26,111.0,34,202005
733,1507.0,01,202005
339,70.0,10,202005
757,385.0,07,202005
607,310.0,07,202005
1175,44.0,07,202005
636,94.0,07,202005
553,360.0,07,202005
1137,127.0,07,202005
1071,36.0,33,202005
1121,49.0,33,202005
2,34.0,08,202005
158,5529.0,02,201812
473,21104.0,01,201812
435,1282.0,01,201812
129,10781.0,03,201812
355,2655.0,03,201812
752,368.0,07,201812
584,415.0,07,201812
941,231.0,07,201812
530,81.0,07,201812
151,19.0,33,201812
59,12.0,34,201812
755,3.0,36,201812
1077,16.0,33,201812
160,8.0,33,201812
192,6.0,33,201812
1036,2.0,09,201812
567,12619.0,01,201805
156,7164.0,01,201805
353,20251.0,01,201805
356,1962.0,02,201805
1119,5184.0,02,201805
450,2728.0,02,201805
311,2572.0,05,201805
950,2411.0,05,201805
379,3248.0,05,201805
791,3466.0,05,201805
581,119.0,05,201805
613,10143.0,03,201805
773,66.0,34,201805
408,13.0,33,201805
295,2.0,09,201805
1119,2.0,09,201805
814,21.0,35,201805
1157,18.0,33,201805
518,4.0,10,201805
1049,2.0,35,201805
86,3044.0,05,201802
1113,19805.0,01,201802
56,12329.0,01,201802
518,7117.0,01,201802
1063,9717.0,03,201802
843,40149.0,04,201802
141,2020.0,01,201802
653,9.0,07,201802
679,234.0,07,201802
391,41.0,33,201802
805,42.0,33,201802
799,247.0,07,201802
1053,65.0,10,201802
104,17.0,35,201802
642,2.0,09,201802
155,2.0,09,201802
83,2.0,35,201802
153,6691.0,02,201903
561,5891.0,02,201903
461,308.0,08,201903
438,21675.0,01,201903
956,10578.0,01,201903
1096,12615.0,01,201903
1177,18542.0,01,201903
165,21430.0,01,201903
1101,1936.0,01,201903
844,44897.0,04,201903
279,328.0,07,201903
561,70.0,10,201903
136,27.0,35,201903
45,3.0,36,201903
1181,19.0,33,201903
926,8.0,33,201903
613,3.0,36,201903
391,8.0,03,201903
480,50448.0,04,202002
171,6074.0,02,202002
1165,6073.0,02,202002
3,2591.0,05,202002
45,4269.0,05,202002
1037,7197.0,01,202002
1197,2226.0,01,202002
679,251.0,07,202002
458,31.0,10,202002
933,73.0,07,202002
83,23.0,33,202002
217,24.0,33,202002
1111,17.0,35,202002
244,28.0,35,202002
880,29.0,35,202002
965,1.0,33,202002
10,7338.0,01,201808
1194,5694.0,02,201808
62,300.0,08,201808
918,241.0,08,201808
637,314.0,08,201808
746,19532.0,04,201808
361,82.0,33,201808
934,67.0,33,201808
17,71.0,33,201808
887,82.0,33,201808
437,421.0,07,201808
1182,103.0,07,201808
129,18.0,32,201808
1171,2.0,08,201808
4,1.0,36,201808
448,6.0,33,201808
696,2.0,09,201808
244,3.0,36,201808
497,1.0,07,201808
992,4473.0,05,202006
395,24864.0,01,202006
161,5266.0,01,202006
669,7189.0,01,202006
1111,8185.0,03,202006
1110,1533.0,01,202006
523,68.0,07,202006
438,444.0,07,202006
1033,380.0,08,202006
519,353.0,08,202006
892,106.0,33,202006
935,107.0,33,202006
528,107.0,33,202006
90,29.0,35,202006
635,18.0,32,202006
661,16.0,33,202006
82,5.0,36,202006
436,2.0,08,202006
519,2.0,09,202006
638,1.0,36,202006
866,1.0,36,202006
1181,5458.0,02,201808
176,7091.0,01,201808
326,13290.0,01,201808
270,10472.0,03,201808
402,2650.0,03,201808
70,41898.0,04,201808
469,4082.0,04,201808
269,749.0,04,201808
846,314.0,08,201808
62,82.0,33,201808
152,355.0,07,201808
300,289.0,07,201808
968,23.0,35,201808
437,68.0,34,201808
1078,69.0,10,201808
382,29.0,10,201808
1068,32.0,08,201808
284,115.0,07,201808
459,3.0,36,201808
83,2.0,36,201808
1085,6207.0,02,202001
727,6052.0,02,202001
464,1294.0,02,202001
476,350.0,08,202001
883,20683.0,01,202001
396,11396.0,01,202001
779,23942.0,01,202001
890,4389.0,01,202001
450,4343.0,03,202001
859,971.0,01,202001
405,89.0,33,202001
383,412.0,07,202001
364,290.0,07,202001
933,73.0,07,202001
775,283.0,07,202001
218,136.0,08,202001
10,309.0,07,202001
295,47.0,01,202001
1132,31.0,33,202001
943,37.0,33,202001
191,11.0,33,202001
1170,1370.0,02,201907
1097,3650.0,05,201907
1033,4531.0,05,201907
510,21737.0,01,201907
1117,6663.0,01,201907
981,2637.0,01,201907
880,10943.0,03,201907
919,11840.0,03,201907
646,11839.0,03,201907
637,432.0,07,201907
32,214.0,07,201907
273,302.0,07,201907
485,108.0,07,201907
326,128.0,07,201907
711,120.0,08,201907
846,101.0,33,201907
727,101.0,33,201907
168,20.0,33,201907
968,29.0,35,201907
243,11.0,33,201907
1054,2.0,09,201907
1084,0.0,33,201907
730,2.0,35,201907
799,2.0,35,201907
999,2674.0,05,201910
1119,23209.0,01,201910
944,19937.0,01,201910
951,15130.0,01,201910
18,10817.0,01,201910
852,11402.0,03,201910
227,12198.0,03,201910
62,436.0,07,201910
638,24.0,04,201910
595,49.0,10,201910
385,65.0,10,201910
153,70.0,10,201910
152,35.0,10,201910
1056,94.0,33,201910
442,51.0,33,201910
853,101.0,33,201910
36,9.0,A7,201910
236,9.0,A7,201910
730,9.0,A7,201910
1096,9.0,A7,201910
831,5.0,36,201910
476,1.0,35,201910
1052,1544.0,05,201909
1102,21232.0,01,201909
265,15305.0,01,201909
364,18544.0,01,201909
1072,3133.0,01,201909
602,35.0,08,201909
638,42.0,02,201909
313,21.0,33,201909
618,86.0,07,201909
274,2.0,08,201909
588,4.0,36,201909
304,23.0,01,201909
340,9.0,03,201909
584,2.0,09,201909
450,1.0,36,201909
385,5938.0,02,201908
76,2609.0,05,201908
26,22966.0,01,201908
155,22966.0,01,201908
407,7383.0,01,201908
58,24847.0,04,201908
367,100.0,33,201908
541,28.0,35,201908
212,304.0,07,201908
745,308.0,07,201908
396,151.0,07,201908
1078,434.0,07,201908
1020,434.0,07,201908
553,8.0,A7,201908
1012,37.0,33,201908
480,87.0,34,201908
602,35.0,08,201908
644,4.0,36,201908
1062,2.0,09,201908
1181,5389.0,02,201805
276,3877.0,05,201805
1054,20267.0,01,201805
1111,5658.0,03,201805
588,10144.0,03,201805
779,10144.0,03,201805
567,339.0,07,201805
129,418.0,07,201805
910,99.0,05,201805
410,23.0,35,201805
699,61.0,34,201805
1163,273.0,07,201805
242,119.0,07,201805
259,59.0,33,201805
366,47.0,33,201805
980,23.0,33,201805
18,1.0,05,201805
176,7108.0,01,201906
737,11614.0,03,201906
1062,86.0,34,201906
895,47.0,01,201906
549,101.0,33,201906
203,82.0,33,201906
438,430.0,07,201906
63,430.0,07,201906
337,154.0,07,201906
929,14.0,32,201906
1033,34.0,32,201906
599,5.0,10,201906
106,7.0,A7,201906
439,5.0,10,201906
1045,2.0,08,201906
1037,2.0,36,201906
619,7338.0,01,201808
1055,20393.0,01,201808
1119,5260.0,02,201808
437,5813.0,02,201808
826,3732.0,05,201808
743,3737.0,05,201808
162,675.0,01,201808
831,9786.0,03,201808
919,41963.0,04,201808
1088,63.0,33,201808
374,68.0,34,201808
101,3.0,36,201808
1020,421.0,07,201808
1122,76.0,07,201808
159,4.0,02,201808
236,14.0,32,201808
341,21.0,33,201808
284,17.0,33,201808
377,3.0,36,201808
10,5679.0,02,201907
106,22754.0,01,201907
727,22760.0,01,201907
382,5762.0,01,201907
334,65.0,10,201907
259,60.0,10,201907
691,13.0,33,201907
956,58.0,33,201907
688,29.0,35,201907
902,26.0,35,201907
193,9.0,32,201907
632,5548.0,02,201903
1056,18454.0,01,201903
795,7085.0,01,201903
37,250.0,02,201903
1186,201.0,07,201903
112,64.0,07,201903
1182,103.0,07,201903
62,4.0,A7,201903
1137,80.0,33,201903
1013,21.0,33,201903
754,36.0,05,201903
1175,14.0,33,201903
1142,2.0,09,201903
129,3918.0,05,201806
1035,2322.0,05,201806
1182,12205.0,01,201806
779,20416.0,01,201806
814,8040.0,03,201806
62,419.0,07,201806
276,306.0,08,201806
637,76.0,33,201806
869,76.0,33,201806
573,76.0,33,201806
728,3.0,33,201806
83,29.0,10,201806
253,23.0,35,201806
46,22.0,35,201806
356,1.0,36,201806
317,5.0,33,201806
974,33.0,07,201806
342,5.0,33,201806
216,3.0,33,201806
447,2.0,09,201806
438,2.0,09,201806
177,4467.0,05,201906
1162,3628.0,05,201906
753,10910.0,03,201906
300,6862.0,03,201906
649,29.0,35,201906
892,0.0,04,201906
131,77.0,33,201906
18,31.0,33,201906
270,430.0,07,201906
1054,430.0,07,201906
192,6.0,33,201906
486,27.0,07,201906
970,11.0,08,201906
493,7.0,A7,201906
863,4.0,36,201906
43,0.0,33,201906
50,4427.0,05,201912
173,3257.0,05,201912
1111,7970.0,01,201912
652,1030.0,01,201912
212,10234.0,03,201912
153,12468.0,03,201912
815,310.0,07,201912
43,87.0,08,201912
355,21.0,10,201912
688,65.0,10,201912
588,4.0,36,201912
779,4.0,36,201912
205,4.0,36,201912
102,10.0,10,201912
746,21.0,34,201912
787,6.0,33,201912
274,1.0,33,201912
544,0.0,A7,201912
247,2.0,09,201912
171,1.0,33,201912
1014,18534.0,01,201810
437,5818.0,02,201810
227,300.0,08,201810
5,1052.0,05,201810
1137,13469.0,01,201810
642,3516.0,01,201810
123,791.0,01,201810
439,131.0,03,201810
629,30701.0,04,201810
612,3922.0,04,201810
236,423.0,07,201810
745,302.0,07,201810
521,26.0,10,201810
392,60.0,10,201810
171,58.0,10,201810
1081,84.0,33,201810
883,77.0,33,201810
1175,12.0,33,201810
116,22.0,33,201810
1051,51.0,34,201810
484,0.0,07,201810
515,3.0,36,201810
153,3.0,36,201810
1054,6779.0,02,201912
619,7983.0,01,201912
613,23813.0,01,201912
395,23029.0,01,201912
510,22796.0,01,201912
161,49.0,33,201912
630,11500.0,01,201912
503,4347.0,01,201912
170,3521.0,01,201912
300,7444.0,03,201912
575,50804.0,04,201912
859,971.0,01,201912
958,55.0,02,201912
1017,382.0,07,201912
403,440.0,07,201912
409,308.0,07,201912
256,440.0,07,201912
409,39.0,10,201912
1014,49.0,10,201912
439,5.0,10,201912
1134,90.0,07,201912
1149,161.0,07,201912
129,29.0,35,201912
727,12.0,A7,201912
642,2.0,09,201912
18,2.0,08,201912
823,2.0,08,201912
421,2540.0,05,201808
259,15372.0,01,201808
767,1589.0,01,201808
125,27.0,07,201808
528,64.0,10,201808
438,64.0,10,201808
283,20.0,35,201808
721,22.0,33,201808
1051,7.0,32,201808
1135,25.0,33,201808
984,0.0,08,201808
84,3.0,36,201808
999,7.0,33,201808
327,15.0,33,201808
304,2.0,09,201808
1031,4528.0,05,202006
242,17915.0,01,202006
863,13486.0,03,202006
1194,13486.0,03,202006
276,44.0,32,202006
331,32.0,33,202006
334,65.0,10,202006
774,19.0,10,202006
1027,21.0,10,202006
638,21.0,10,202006
128,3.0,19,202006
1119,3.0,19,202006
300,19.0,33,202006
385,2.0,09,202006
283,4.0,02,202006
236,3.0,36,202006
751,20953.0,01,201902
276,21361.0,01,201902
570,19196.0,01,201902
696,21268.0,01,201902
727,10875.0,03,201902
796,43682.0,04,201902
293,5550.0,01,201902
935,426.0,07,201902
1134,85.0,07,201902
728,27.0,07,201902
45,3.0,19,201902
171,1.0,33,201902
228,21899.0,01,201904
273,7397.0,01,201904
582,10569.0,03,201904
165,420.0,07,201904
596,115.0,07,201904
905,64.0,07,201904
